,VLUE,MTUM,USMV,QUAL,LRGF
2020-12-24,209900,299200,965800,242400,46100
2020-12-28,414100,504600,1653900,616200,156300
2020-12-29,953300,629000,2645000,691400,83900
2020-12-30,977600,375300,1982900,613400,113900
2020-12-31,413400,568800,2342500,351700,101900
2021-01-04,1057400,1049100,6084100,949900,95700
2021-01-05,907000,811800,4288100,719000,123000
2021-01-06,3376200,1130400,4898400,659200,67900
2021-01-07,870800,788900,4070500,667800,139500
2021-01-08,841400,1287000,4565000,831500,160700
2021-01-11,500400,982700,3456300,721000,77400
2021-01-12,454500,700700,4159400,990600,194500
2021-01-13,752000,787600,6749400,868100,196100
2021-01-14,1921400,8034600,18217200,1663900,120300
2021-01-15,7896200,2269300,9771100,2510900,51000
2021-01-19,1030800,1266500,5922600,823700,139100
2021-01-20,1481900,1469800,3966300,1562500,60200
2021-01-21,463800,1078100,5246900,1728700,86100
2021-01-22,709100,661300,4492200,4288800,104300
2021-01-25,474100,732600,4898600,4228600,85200
2021-01-26,672200,1318400,4521100,3805100,138700
2021-01-27,498300,1144200,6395600,2105600,157400
2021-01-28,704900,897100,5597500,837800,116900
2021-01-29,1651300,1054700,5739000,5358700,242700
2021-02-01,906500,1120800,3924600,790800,217100
2021-02-02,1273300,2604900,3292900,781200,54300
2021-02-03,535300,1052700,4519700,1077100,149000
2021-02-04,619900,613600,4308700,1119700,79900
2021-02-05,579800,709400,3394900,883900,46800
2021-02-08,1768200,2841300,5809000,2200200,190800
2021-02-09,695600,1216700,3232300,1062100,153300
2021-02-10,607400,825700,3790300,667000,120700
2021-02-11,673200,768800,3834800,911000,71900
2021-02-12,767500,525100,2783700,891700,94100
2021-02-16,523500,1805300,3324200,824800,81500
2021-02-17,556300,712800,2142400,644300,94200
2021-02-18,684800,578800,2971200,804100,128300
2021-02-19,414200,629800,2877600,552500,129200
2021-02-22,656000,821400,2655400,530300,69000
2021-02-23,1193800,4211000,5780400,874300,159900
2021-02-24,1533500,1673700,3873000,3870700,104300
2021-02-25,1186000,2155800,7114500,2761700,212800
2021-02-26,943100,2657800,4917100,1580400,148900
2021-03-01,519200,1506700,5156400,640100,141300
2021-03-02,2048500,1169700,4255900,911800,163500
2021-03-03,583400,2812700,5325300,958400,162200
2021-03-04,1628400,3596400,7399800,1069900,143200
2021-03-05,1427500,3726500,5966400,1635000,222700
2021-03-08,869000,2951900,3902700,2280400,63900
2021-03-09,10290500,2181100,3705700,1237500,64500
2021-03-10,1050500,2115300,4610900,1003100,149000
2021-03-11,820600,1544300,5427300,961100,76100
2021-03-12,841800,1453800,4082500,999500,88600
2021-03-15,1671500,872400,2795600,853300,104600
2021-03-16,806900,856000,2904400,932900,127900
2021-03-17,821700,822900,3100700,1168300,105300
2021-03-18,918000,1138000,3446100,896900,109400
2021-03-19,984700,1325200,4179100,1553400,53900
2021-03-22,622800,838000,2945700,716400,75300
2021-03-23,3100600,3722600,3616400,811700,83500
2021-03-24,1324800,1756900,3742500,935300,139400
2021-03-25,1313000,1232300,2915500,903800,131000
2021-03-26,1387200,848800,3573000,1725800,120700
2021-03-29,1326900,1229100,4261700,1001500,149800
2021-03-30,734400,796400,4605800,967200,113700
2021-03-31,1062600,825200,2904400,880900,128500
2021-04-01,964100,1431300,5161700,1097500,57600
2021-04-05,1074300,847600,4166900,1613200,101900
2021-04-06,800100,834100,2722900,904200,63700
2021-04-07,753400,771200,2259300,772900,50200
2021-04-08,1419000,940100,3807900,890700,96500
2021-04-09,587700,627500,2773100,1084400,63200
2021-04-12,2699400,538400,2007200,835600,173600
2021-04-13,941200,759400,4524400,1557000,61500
2021-04-14,1376300,916800,2719300,962000,135200
2021-04-15,1658500,965400,2976300,1371100,77600
2021-04-16,1149300,922700,1966000,713900,80900
2021-04-19,922900,903500,2990000,981600,133700
2021-04-20,1443200,675600,2826400,917600,70700
2021-04-21,1559100,660800,3508100,985200,108600
2021-04-22,2919800,1429000,3926600,1417600,82200
2021-04-23,1218900,1104400,2011300,1025500,100900
2021-04-26,9127100,582300,1558700,725700,106100
2021-04-27,1665000,774100,2841500,733200,62600
2021-04-28,1962200,810900,3261800,742100,95900
2021-04-29,732300,801100,2224000,1230400,224600
2021-04-30,769100,648400,2459500,747100,94300
2021-05-03,973800,839900,2462200,924100,74800
2021-05-04,1168300,1212800,3692900,1055900,126100
2021-05-05,1632300,1210800,2226600,1270800,70300
2021-05-06,2462300,1363400,3882800,855500,134800
2021-05-07,2324500,1702100,2268500,533300,57700
2021-05-10,5043500,1380400,2711000,817200,189300
2021-05-11,5219300,1986300,6721600,2188400,182400
2021-05-12,1588500,1847700,5754100,1184900,171800
2021-05-13,1293100,2006200,3431700,1016800,120900
2021-05-14,984800,1179700,1952500,702100,113100
2021-05-17,2044600,1528500,2782100,870100,89300
2021-05-18,1151300,1164400,2436300,672300,53400
2021-05-19,1732000,1242800,3971100,1118800,150000
2021-05-20,994300,831600,2623400,813200,90200
2021-05-21,553300,683000,2514800,642500,79900
2021-05-24,1783900,737500,1878400,523500,68300
2021-05-25,3475300,1402200,2985700,2059100,156000
2021-05-26,629200,928800,9045700,737800,77000
2021-05-27,1237000,1639400,4457900,682800,69900
2021-05-28,1247500,901000,3047500,696700,77300
2021-06-01,586600,938400,3051200,650400,130800
2021-06-02,442400,1121800,2454600,2932400,102000
2021-06-03,1214800,873500,2569000,1002300,62600
2021-06-04,701300,591900,2865200,567200,104500
2021-06-07,912000,478500,2536800,892600,159000
2021-06-08,540800,449200,2333200,533800,87700
2021-06-09,1018700,478500,2101500,680600,54600
2021-06-10,1413600,851200,3331800,1092000,362000
2021-06-11,1523500,2182900,4256200,828600,77500
2021-06-14,755500,553600,1718300,647100,49300
2021-06-15,633800,500700,3189000,548000,51500
2021-06-16,889100,546400,3186700,645700,132900
2021-06-17,1155000,783400,4013400,932200,163200
2021-06-18,1210400,572300,4013600,836900,64800
2021-06-21,1277100,617000,3732200,558900,186200
2021-06-22,1240200,492600,2727800,585200,74100
2021-06-23,1186800,549300,2412900,699500,41600
2021-06-24,602400,612000,2177700,515800,44600
2021-06-25,1207200,633500,1948200,487500,41100
2021-06-28,580700,404600,1697000,417400,50700
2021-06-29,837900,467200,2120000,489900,39100
2021-06-30,753100,427700,2109800,602800,95300
2021-07-01,702600,768300,1804700,625700,248300
2021-07-02,635300,377400,1542600,796400,75100
2021-07-06,1002100,491300,1763300,1114800,100200
2021-07-07,1611400,705400,2574300,3849800,53100
2021-07-08,1509100,668200,2937600,1825500,116600
2021-07-09,1288100,555600,2562300,770800,54300
2021-07-12,1507200,1324900,2431100,651900,41900
2021-07-13,5930500,645000,2590700,2844800,65600
2021-07-14,1726300,477700,1888400,782600,113300
2021-07-15,1485100,458300,1826800,792000,100500
2021-07-16,1630200,303800,2820400,667500,67800
2021-07-19,3237600,2235400,6238800,6085500,193000
2021-07-20,2176900,759100,2291100,1608200,195000
2021-07-21,3553300,942300,1892700,3358900,1022500
2021-07-22,4630400,404600,2654900,3478200,52100
2021-07-23,2835300,6137000,2012500,852600,75700
2021-07-26,1326200,2147900,1642400,1275200,44400
2021-07-27,751300,754200,2178200,773100,221900
2021-07-28,1407300,644700,3055700,945600,52300
2021-07-29,935600,610000,1478500,1008300,76600
2021-07-30,1126400,710100,1926300,812100,41000
2021-08-02,673900,936600,2024200,940800,65800
2021-08-03,995500,1082300,2705500,860100,103600
2021-08-04,1068800,752100,2143500,835300,87700
2021-08-05,684000,678600,1652000,556000,68700
2021-08-06,682400,615500,1598700,741600,53900
2021-08-09,1153200,608300,2117800,864700,37800
2021-08-10,671900,639500,1481700,702100,74200
2021-08-11,1241100,688800,2186800,711700,52600
2021-08-12,636800,413900,1511500,726400,71000
2021-08-13,948900,417500,1602200,526100,34000
2021-08-16,1014800,561500,2590500,535700,1952400
2021-08-17,1386700,931800,2886700,3552300,105900
2021-08-18,1236400,495100,2729000,975700,100700
2021-08-19,1818900,928700,4861300,885400,84300
2021-08-20,732200,407000,2809500,875400,55200
2021-08-23,1179200,501000,1889300,785900,57600
2021-08-24,1520400,487000,1550600,784800,69600
2021-08-25,1067800,350600,1914100,532000,79500
2021-08-26,1545300,427400,2040000,1314500,123500
2021-08-27,691100,534600,1600500,723500,101900
2021-08-30,456000,563400,1402300,681400,63400
2021-08-31,967600,556900,1953700,642300,152500
2021-09-01,1109000,783800,2583900,1484200,78500
2021-09-02,774900,478100,1860600,1013400,103000
2021-09-03,742500,285100,1452000,588800,84500
2021-09-07,723100,310400,1640000,1107500,327100
2021-09-08,935100,379300,2431400,5565800,657600
2021-09-09,989800,563700,2438500,1055900,124400
2021-09-10,762000,628300,2435400,1212700,127500
2021-09-13,652300,471800,2066000,871400,187900
2021-09-14,721500,1032700,2315000,1109200,112600
2021-09-15,744700,510400,1970200,661500,121000
2021-09-16,477400,570800,1733700,591400,89700
2021-09-17,712800,593600,2899900,684200,105300
2021-09-20,732500,653200,6640800,1081100,129900
2021-09-21,814000,3432900,4566600,5180600,177200
2021-09-22,755400,831500,5705200,1357500,160700
2021-09-23,881500,649800,3765700,1066900,54700
2021-09-24,549500,315100,2494300,942500,50200
2021-09-27,626800,1195300,3459600,923500,46500
2021-09-28,1061600,3834900,11789300,1778500,92700
2021-09-29,772100,806000,5181500,1300300,76800
2021-09-30,911800,1144800,7498100,1491700,180500
2021-10-01,1021300,1105300,5362700,1624900,237600
2021-10-04,2631400,719900,6561100,3004600,155900
2021-10-05,862500,698700,2738700,930000,80800
2021-10-06,1185600,1173100,4370600,1137700,155000
2021-10-07,742600,629900,1929100,886500,49200
2021-10-08,849200,312100,1935700,543300,98500
2021-10-11,799800,240400,2309900,864200,111300
2021-10-12,4486600,624000,4076800,3984900,81000
2021-10-13,988200,598200,3355800,1294800,81500
2021-10-14,855700,700300,2513400,799600,81700
2021-10-15,893100,597400,2506100,605500,43900
2021-10-18,754700,551800,2720400,592100,107600
2021-10-19,2167800,1218600,2896700,1090900,61900
2021-10-20,987700,503300,2016600,1135400,82400
2021-10-21,7160900,543000,18644400,581100,90200
2021-10-22,1685300,938700,6947300,753100,98600
2021-10-25,1410500,634400,3529600,842400,54200
2021-10-26,1131300,1302100,3620300,896100,125000
2021-10-27,2332100,880400,3588900,604300,45100
2021-10-28,1209500,528500,3145000,657500,69200
2021-10-29,1051400,792600,3791400,606800,83700
2021-11-01,899500,1123800,3117100,824800,113200
2021-11-02,1050400,1902200,4221200,660700,169300
2021-11-03,1321700,683200,3361300,947700,66600
2021-11-04,1119300,742100,3838600,631800,49800
2021-11-05,1277000,689600,6834800,667500,89800
2021-11-08,919400,764700,4920300,1011700,65900
2021-11-09,2729200,2870300,5084400,548000,67900
2021-11-10,1297900,1239400,3352500,800700,69800
2021-11-11,1193500,630500,1735200,480100,58100
2021-11-12,673700,879900,2000800,525900,48000
2021-11-15,1141800,594200,2976000,1230500,65700
2021-11-16,752700,592700,3641900,476700,144900
2021-11-17,893600,4786800,4331600,1430800,64300
2021-11-18,1190900,631900,2691000,598600,128800
2021-11-19,839700,592800,2291200,567100,142300
2021-11-22,1193200,1332500,3326200,786400,85100
2021-11-23,1098800,738700,3773400,611200,98600
2021-11-24,966000,704700,2233700,811200,162900
2021-11-26,1166600,739200,2855900,905900,53900
2021-11-29,1339700,1133300,2951100,631800,74700
2021-11-30,1888400,1514700,6604900,1208800,93200
2021-12-01,2207400,1049500,7577100,2059400,80700
2021-12-02,2120700,1653700,6754900,2091300,114700
2021-12-03,1805000,1938200,7789100,1550300,77500
2021-12-06,1427700,1849000,4655300,2283900,115500
2021-12-07,1281300,5275500,3509500,1333100,226500
2021-12-08,788200,993200,2627400,991800,98800
2021-12-09,1020800,1001200,1823100,1035800,42200
2021-12-10,1179600,1919700,3295900,1254300,52000
2021-12-13,1061400,1085300,3221900,1306700,55100
2021-12-14,1501900,1814900,2823700,1290300,129500
2021-12-15,2002400,1635500,3835800,1428000,85900
2021-12-16,2329500,2091500,5874700,1631000,62600
2021-12-17,2360300,1394400,3787700,1507700,76400
2021-12-20,1477700,1203500,3333500,1570500,145800
2021-12-21,1226900,837800,2006400,1246000,128100
2021-12-22,957600,839400,2416100,1095000,177600
2021-12-23,701700,581500,2374200,703100,73400
2021-12-27,704700,558500,1748900,681400,72000
2021-12-28,1001900,587500,1977500,935500,87900
2021-12-29,953200,573400,1982100,674300,110500
2021-12-30,621700,520700,1708800,649900,105600
2021-12-31,545700,485900,1747200,595700,47700
2022-01-03,1635100,1385300,2768800,1352600,74700
2022-01-04,2664400,1200900,2209100,3915900,182700
2022-01-05,3333900,1704000,3367700,4518300,78700
2022-01-06,3127800,1592500,4462000,2014000,133000
2022-01-07,2335900,799700,3019100,1075300,80200
2022-01-10,3506100,1578900,4250900,2396800,176900
2022-01-11,2925900,1198100,3129100,1978000,165500
2022-01-12,2003600,769700,2879000,1297900,56000
2022-01-13,3827200,1304600,4252900,1483500,68600
2022-01-14,3906700,2067900,4527500,987800,124700
2022-01-18,6587300,1882200,4305000,1075700,136900
2022-01-19,6913400,1557300,4414900,1124200,142300
2022-01-20,2215200,2585400,4738900,1722600,111500
2022-01-21,3197100,3182100,6134800,2600500,273500
2022-01-24,3635900,4551100,13209100,3337700,295500
2022-01-25,10306800,3220100,4884300,2229400,183300
2022-01-26,2901900,4223900,8613300,2504600,162900
2022-01-27,17944500,3185200,11784800,2253000,178400
2022-01-28,6006900,2657300,6936700,2830800,102700
2022-01-31,3053200,1854300,5206900,1469400,96200
2022-02-01,2497400,2253000,5608700,1786100,98300
2022-02-02,2399000,1766400,3988200,1156900,279400
2022-02-03,9420500,2406400,5380400,2714600,588900
2022-02-04,2652000,1934600,4955100,1332500,82800
2022-02-07,2452300,1285800,3411500,1234800,71400
2022-02-08,2600800,1741900,4180900,1657600,178200
2022-02-09,2077300,1773300,4889500,1652000,89500
2022-02-10,2543900,1364300,5199100,1562800,81500
2022-02-11,2487300,1805900,6720100,1444600,109700
2022-02-14,3382500,1184300,3828300,1763700,121000
2022-02-15,1841900,737400,1999400,1153600,83500
2022-02-16,1924900,915800,2639000,1048200,83800
2022-02-17,1468100,946000,2965700,1129500,119400
2022-02-18,1792400,1310700,3429300,1609300,218200
2022-02-22,2115300,1851500,3736800,1645700,201000
2022-02-23,1937400,1246600,4681400,1505300,194100
2022-02-24,5063200,1410500,7685500,2931400,345300
2022-02-25,2218200,960500,5037900,1626200,167800
2022-02-28,1867600,684900,4527600,1608300,149600
2022-03-01,2079600,1247200,4147500,1675700,112800
2022-03-02,2005900,2162900,3996200,2210500,66100
2022-03-03,1157200,1177300,3019400,1604100,84600
2022-03-04,1159900,1115900,2980700,1433300,101600
2022-03-07,1932700,2550200,2801700,2976800,449300
2022-03-08,1510900,2584200,5087600,3383100,104100
2022-03-09,1709200,1322300,3518600,1571400,147100
2022-03-10,1186300,1497200,3015400,1806900,122000
2022-03-11,2728600,1001300,2424100,1589000,65000
2022-03-14,1944200,1200700,3272600,1471400,108000
2022-03-15,2112300,863000,4814300,1548000,90200
2022-03-16,1288600,1283300,4655300,2189200,138500
2022-03-17,1085800,689500,3485900,1151400,87800
2022-03-18,1386700,768000,2584500,988200,84300
2022-03-21,1049900,995500,4227600,867700,108200
2022-03-22,1150600,574100,1941100,819000,84100
2022-03-23,746800,1181000,1987300,1068100,65900
2022-03-24,1084300,542000,2144400,875800,98900
2022-03-25,1007500,628800,1635400,1478500,47900
2022-03-28,737100,453400,2422900,736100,64800
2022-03-29,1053300,531700,2809000,1083800,69400
2022-03-30,730800,1168000,2192100,1414600,61800
2022-03-31,2813100,855100,4158100,1269200,69200
2022-04-01,980700,579300,2568600,1357600,70300
2022-04-04,1168900,494100,1956500,793600,63900
2022-04-05,2123800,685100,2093200,1663800,72300
2022-04-06,1162700,777300,3897600,1591400,88700
2022-04-07,1262300,865100,4291800,1328500,77500
2022-04-08,913600,807500,3276300,965500,50000
2022-04-11,1138500,942000,3068200,2177300,79300
2022-04-12,1036400,883400,8741800,1288600,79600
2022-04-13,1481600,895000,3179800,1088400,78200
2022-04-14,544900,633500,2271000,653200,233300
2022-04-18,967300,818000,4075400,1031700,79100
2022-04-19,843100,831700,3222500,771000,97700
2022-04-20,1070900,2093600,3199200,1245200,102000
2022-04-21,836400,820200,3487900,1379600,91100
2022-04-22,841000,1578800,5878300,1291400,94100
2022-04-25,1296700,1771600,5968000,1452900,112700
2022-04-26,1233800,1275400,3986300,1267500,135800
2022-04-27,1474000,1890500,5184100,2377900,109800
2022-04-28,1306000,1662600,2681200,1903800,89700
2022-04-29,2106600,2355400,4099300,1920400,110800
2022-05-02,1676900,2374400,6188800,2221800,102000
2022-05-03,1910700,1090100,3134600,1856300,112800
2022-05-04,1984600,1292500,3196600,1909700,152400
2022-05-05,1398400,946500,5815900,1835900,645900
2022-05-06,1633900,1649800,5582800,1953300,928900
2022-05-09,11246100,1995600,6961900,3111100,158200
2022-05-10,2976900,2825100,4836700,3784200,171000
2022-05-11,3428100,2531200,4570700,2370500,261900
2022-05-12,2001200,3044700,4546700,3560100,428000
2022-05-13,1496700,1434800,2428700,1926200,131700
2022-05-16,898500,1717800,2561200,1948800,328300
2022-05-17,1034800,768100,2885800,1407900,100800
2022-05-18,12712300,721200,3636700,1035000,123000
2022-05-19,3851600,1384600,4830300,1512200,1198700
2022-05-20,1547900,1203600,4000300,1732600,130900
2022-05-23,1069300,967700,3581100,1413000,178000
2022-05-24,1491800,946800,2971300,1141100,300400
2022-05-25,1410700,784400,2962500,1194900,194800
2022-05-26,949200,885900,3518200,1865800,105200
2022-05-27,948100,1091400,1788400,1003000,83900
2022-05-31,1382600,1325600,3166200,2154300,69800
2022-06-01,896500,7100500,8571200,1356100,333200
2022-06-02,1070800,1732000,3728800,995200,121200
2022-06-03,649800,1430100,2032800,807800,99500
2022-06-06,696500,1106900,5165800,1187300,372500
2022-06-07,731800,1511500,3803200,1559600,99400
2022-06-08,666500,1156000,2765200,682500,113800
2022-06-09,843400,975000,2340100,772200,121100
2022-06-10,1259800,1159200,3907300,1526700,202500
2022-06-13,2085300,1733100,5485700,2709600,336000
2022-06-14,2133400,1867000,7446400,2728900,308100
2022-06-15,1407600,2260800,3490000,2054800,141500
2022-06-16,1314800,1528900,3766900,1702900,186800
2022-06-17,1575100,1832000,3794800,1610000,160800
2022-06-21,1077500,1437600,3669600,2091700,253100
2022-06-22,1047100,1417900,3977800,1735400,95400
2022-06-23,1054000,1560700,4395100,1267900,115900
2022-06-24,824800,926900,2192500,1352600,118000
2022-06-27,633200,1077400,1754900,1077000,209000
2022-06-28,698200,1366200,3491600,879300,112900
2022-06-29,857400,1163300,4968100,1287900,76100
2022-06-30,1155700,1417500,4813800,1508900,103900
2022-07-01,890300,1145000,3535500,1807300,102500
2022-07-05,1090500,1563500,1998100,2534700,446700
2022-07-06,806200,1202900,7704400,1151800,188200
2022-07-07,782700,806200,2642900,1139700,253400
2022-07-08,1317200,640300,2671700,690400,192300
2022-07-11,771800,713400,2524000,4932900,144300
2022-07-12,1051400,951000,2485400,2187300,215600
2022-07-13,727100,1082800,2194800,1404800,243800
2022-07-14,1058600,982200,2168400,1975200,91000
2022-07-15,585300,829800,1528800,1096300,212300
2022-07-18,680500,583500,1409600,817000,189100
2022-07-19,654600,6425500,6720700,976700,188100
2022-07-20,699700,619200,2066500,1453800,196600
2022-07-21,1565000,914000,9052500,1680400,118600
2022-07-22,912100,730800,2641400,1737800,661500
2022-07-25,638800,532600,2655300,1088200,207900
2022-07-26,590600,441700,3074700,657300,158400
2022-07-27,1112000,711600,3275400,1180700,86000
2022-07-28,751300,463500,3933900,1272400,170700
2022-07-29,780800,574600,1402000,1081100,78200
2022-08-01,814500,691300,7489500,1103800,101800
2022-08-02,563900,828600,2245100,678200,91100
2022-08-03,557700,547000,2041700,875800,104100
2022-08-04,581100,498200,1656700,875200,82100
2022-08-05,349500,492000,1420500,768900,236800
2022-08-08,709800,748300,1889000,622200,62900
2022-08-09,488800,601100,1778000,586600,153800
2022-08-10,473500,660800,4642000,637900,59400
2022-08-11,415400,641000,3433200,783500,119900
2022-08-12,820900,540400,2546800,1286300,76100
2022-08-15,382100,481200,2578300,770800,198400
2022-08-16,475800,458100,1541500,529000,117700
2022-08-17,383800,812800,1724300,941600,104000
2022-08-18,328700,411500,1599200,652400,79100
2022-08-19,408100,450500,2603400,492500,146100
2022-08-22,555000,565000,3918800,777700,65200
2022-08-23,261500,408400,4199500,758000,126200
2022-08-24,430600,343700,1454300,646900,86400
2022-08-25,311900,616900,988100,494300,62900
2022-08-26,515000,874000,2241500,854500,96700
2022-08-29,480100,555200,1673000,6389900,68000
2022-08-30,338000,596800,1590600,847300,119800
2022-08-31,1140400,588200,3637200,1447600,86400
2022-09-01,1576400,694600,2372900,1443800,80000
2022-09-02,1848000,682900,2754700,1432500,65500
2022-09-06,867500,1086300,2988200,1224000,97800
2022-09-07,503000,931900,7249500,1389800,332700
2022-09-08,733900,750200,4781700,1194800,144000
2022-09-09,484200,329600,4188900,539200,228300
2022-09-12,440600,418300,1919400,1071200,213300
2022-09-13,364300,709000,5318100,986900,136100
2022-09-14,1176700,891300,2447300,1042200,199600
2022-09-15,942600,808200,2058800,1089500,122500
2022-09-16,806300,1293300,2746700,994000,76400
2022-09-19,340500,488400,1583300,683600,95300
2022-09-20,469400,543300,2274900,793400,145900
2022-09-21,557000,994200,2756800,1002400,250600
2022-09-22,815800,765800,2432000,1167300,271000
2022-09-23,1171700,1028800,3223600,1691500,172200
2022-09-26,1207900,999900,4957500,2608100,169400
2022-09-27,1472200,987600,15236800,2636600,1017000
2022-09-28,2214400,1127500,8361600,2341600,445900
2022-09-29,1908000,835100,5835200,1378500,295900
2022-09-30,1023600,1040600,11786900,2155700,286600
2022-10-03,686400,1139700,3486700,1925400,192300
2022-10-04,885100,788500,4724300,1537700,293700
2022-10-05,483200,643700,2902400,1252600,95100
2022-10-06,730900,856900,4036400,1310600,121700
2022-10-07,583100,521200,3106400,1094200,84200
2022-10-10,689900,477700,5072900,1043000,202300
2022-10-11,621400,5231900,9973700,1414700,543400
2022-10-12,601400,1158500,4071800,1120800,470000
2022-10-13,1012200,1392600,4592600,1763800,192900
2022-10-14,838800,930800,2857000,2319500,168400
2022-10-17,949300,569400,3653400,1475800,204300
2022-10-18,610800,760600,2633600,1505500,148400
2022-10-19,547300,573700,2148800,1310000,167100
2022-10-20,711300,8255000,2573900,1419400,318400
2022-10-21,515300,2796400,2559000,1342400,425000
2022-10-24,600300,1173700,2883000,1037800,1598100
2022-10-25,520500,810400,2775600,991900,163500
2022-10-26,352900,761800,2110600,1232500,86200
2022-10-27,887100,751800,4769500,1085900,212600
2022-10-28,513800,634400,4026900,880400,113000
2022-10-31,425100,661900,3334000,1072900,130200
2022-11-01,518600,2266200,2406000,1347200,190100
2022-11-02,789300,1353600,5685200,1541300,192400
2022-11-03,593500,575700,4089800,1570000,154900
2022-11-04,559000,685800,3145600,1361100,197600
2022-11-07,325200,662900,1989800,852100,298600
2022-11-08,570800,635400,1731500,894200,161500
2022-11-09,340000,419600,2094000,797600,127000
2022-11-10,690900,749600,3804800,1682100,195300
2022-11-11,945300,1749300,3856200,1060600,109200
2022-11-14,323500,715600,2267800,1107200,224700
2022-11-15,356200,5334400,3953400,1151400,377200
2022-11-16,406200,1206000,2204700,799800,306400
2022-11-17,289000,454700,4621500,678500,80600
2022-11-18,327200,360900,1689200,1962300,208400
2022-11-21,254500,361200,1969200,3035200,94400
2022-11-22,530800,339600,1495500,717200,123200
2022-11-23,323000,280600,1429900,628700,139700
2022-11-25,132100,115400,733000,260800,28800
2022-11-28,308000,291800,1365300,502000,70600
2022-11-29,534400,340400,1325700,569000,153900
2022-11-30,741400,497800,2894100,952700,128500
2022-12-01,614200,912900,4390600,1570100,104400
2022-12-02,555500,359800,2230400,816400,173200
2022-12-05,465100,411600,3769200,834600,235700
2022-12-06,443800,515600,3750700,571500,205300
2022-12-07,283400,319000,2050400,640800,143400
2022-12-08,562100,392600,1856600,585800,118900
2022-12-09,236100,482900,1285500,741700,75300
2022-12-12,362000,405000,3857800,1345000,300900
2022-12-13,1027900,478500,2680300,1313700,171300
2022-12-14,776600,474300,2770200,792500,151700
2022-12-15,1053500,646900,2794100,742400,109900
2022-12-16,354600,421200,2627200,652100,545000
