,VLUE,MTUM,USMV,QUAL,LRGF
2022-12-19,445000,372700,3638500,939600,128900
2022-12-20,747300,399400,2873400,1173800,99400
2022-12-21,405400,375300,3646000,784000,152100
2022-12-22,351700,366200,4301400,1355800,181000
2022-12-23,462200,436600,2544300,799700,298200
2022-12-27,552800,329100,1771000,786700,126900
2022-12-28,382700,302500,3141100,835200,262700
2022-12-29,332800,366800,1759900,806600,110100
2022-12-30,338000,450300,3044300,1086200,143800
2023-01-03,437400,589200,2352300,1781800,182100
2023-01-04,645200,493700,2552600,1521800,133100
2023-01-05,273100,422200,1805600,857600,309900
2023-01-06,293700,434400,2193000,532000,151900
2023-01-09,1343000,373800,2419900,925400,102600
2023-01-10,231500,398900,4854000,691500,64400
2023-01-11,1283700,1470700,9219600,2110400,804800
2023-01-12,1035500,560700,3084800,1750200,278700
2023-01-13,419600,451000,2425500,684400,242900
2023-01-17,796400,1161300,4220500,1410800,112700
2023-01-18,631800,949600,2293300,1460200,104600
2023-01-19,308500,428300,5865800,824900,1252900
2023-01-20,356600,381300,3670300,487800,158000
2023-01-23,388600,432400,3983400,1017200,95300
2023-01-24,372400,526200,2574100,492700,109400
2023-01-25,477900,319700,2254000,616900,90900
2023-01-26,292600,464400,4581900,1065500,186600
2023-01-27,272600,372800,3551300,889500,89800
2023-01-30,238200,380300,3285500,615200,151800
2023-01-31,452500,597200,2681600,765600,118300
2023-02-01,281300,803200,4090700,646800,164900
2023-02-02,1902300,701400,4038200,814000,396400
2023-02-03,550600,1333800,4752000,965400,427700
2023-02-06,345500,609100,2957600,472800,207800
2023-02-07,294100,1000400,4046700,608900,256000
2023-02-08,188100,807800,2234000,506600,104700
2023-02-09,350900,542300,2546200,510300,75800
2023-02-10,176500,377700,2167800,937200,218600
2023-02-13,225000,454800,9756000,428100,551800
2023-02-14,475000,338100,4798300,536300,143800
2023-02-15,275600,441500,2620900,599500,106200
2023-02-16,269100,394100,3712100,559500,136300
2023-02-17,184500,480100,2847000,426700,106200
2023-02-21,245100,510900,2497700,652200,83100
2023-02-22,442300,392700,2325900,473400,103300
2023-02-23,202300,350200,2146100,471800,257600
2023-02-24,286300,324100,3650100,320700,47000
2023-02-27,280800,512700,1958100,538300,68800
2023-02-28,207400,551500,3399300,556100,95500
2023-03-01,247800,712000,4067000,681100,64400
2023-03-02,259000,464700,3280800,583700,112300
2023-03-03,211300,280700,2602100,484000,57100
2023-03-06,535000,494900,1746300,2735800,65600
2023-03-07,165700,672200,4106200,701400,100300
2023-03-08,490300,375000,5373800,1216500,56600
2023-03-09,257100,404900,3434600,649700,159500
2023-03-10,277700,696600,5766100,1178100,169300
2023-03-13,644300,605700,6796900,1633800,142500
2023-03-14,451400,550000,2907000,1308900,90800
2023-03-15,397300,691400,5856200,1630100,290300
2023-03-16,615000,592900,3808700,1830100,240400
2023-03-17,381800,9754400,3297000,43206800,90800
2023-03-20,589700,2574500,2977600,11609200,985400
2023-03-21,212500,680000,3054700,2873300,91200
2023-03-22,307700,641700,2901000,2788900,266800
2023-03-23,351000,546100,3894700,2169600,159300
2023-03-24,282300,482800,2069200,2440900,128200
2023-03-27,348600,352400,2333700,1428300,96700
2023-03-28,285200,427000,1874500,1522100,60500
2023-03-29,1883900,434900,2894900,2106200,112900
2023-03-30,272100,378300,3268000,1530100,57500
2023-03-31,308100,426100,3048700,1363300,47300
2023-04-03,303300,673000,2667100,1155900,51600
2023-04-04,319700,694000,2191900,1041500,50200
2023-04-05,333200,448500,1857700,911900,51800
2023-04-06,207200,366400,2681100,894800,59000
2023-04-10,473000,601300,1654600,1295800,47100
2023-04-11,323000,332000,1524800,1754400,104000
2023-04-12,359500,360700,1867100,3721800,69000
2023-04-13,350000,613100,2181600,2224700,72300
2023-04-14,355400,336200,2012200,1281000,81700
2023-04-17,416500,414100,1526900,1223800,132700
2023-04-18,327100,462600,2311900,1193300,42100
2023-04-19,648100,424800,1310000,1193400,56500
2023-04-20,681300,1277000,3268300,1353300,101000
2023-04-21,654100,446900,2080500,917900,238200
2023-04-24,270400,343600,2776700,743900,54000
2023-04-25,551800,304400,1772900,746700,126900
2023-04-26,359600,382600,3125900,1230100,130200
2023-04-27,409500,1252000,3027700,864800,54700
2023-04-28,357700,1185800,2442300,972200,85500
2023-05-01,178200,355700,9210800,827400,105900
2023-05-02,338900,412900,2784900,935400,59700
2023-05-03,826300,386000,2106600,1169400,41800
2023-05-04,672700,900500,3275700,1470900,47000
2023-05-05,737300,331000,1830000,973700,42600
2023-05-08,505500,443200,2139800,687600,45300
2023-05-09,273000,257900,1766800,1668700,44000
2023-05-10,462800,261000,2105400,782800,69000
2023-05-11,557500,462400,1498900,1219100,69500
2023-05-12,203900,273100,1614400,921000,42000
2023-05-15,218500,304000,1592600,988700,42900
2023-05-16,312200,288800,1587700,598200,49500
2023-05-17,279200,345300,5382500,1554400,64100
2023-05-18,275200,371400,2191500,869200,121300
2023-05-19,231700,284400,2779500,1132200,108600
2023-05-22,212900,321200,3454900,840600,279800
2023-05-23,229700,329200,2457100,939200,60700
2023-05-24,277600,439800,2173800,930500,78000
2023-05-25,285600,331200,2358100,1027100,58100
2023-05-26,187200,409300,2722300,880700,80400
2023-05-30,300800,380700,2049500,988800,169000
2023-05-31,224200,601200,1937900,1441700,99200
2023-06-01,268700,473500,2165900,1195000,107700
2023-06-02,249500,479000,2246400,1513400,71100
2023-06-05,216800,421600,1887200,1587800,126400
2023-06-06,455600,479200,2287200,1090000,147900
2023-06-07,429000,622700,2050300,1025000,131500
2023-06-08,262000,411200,1836000,941500,93700
2023-06-09,364900,361800,2681200,1338500,132400
2023-06-12,387500,620500,2079400,1011700,71500
2023-06-13,632100,456100,2813800,834100,95100
2023-06-14,512200,372000,2488200,870200,83800
2023-06-15,482600,574300,2913400,1326900,49400
2023-06-16,523400,385600,2078500,676300,33700
2023-06-20,524300,283300,1901400,1248700,70300
2023-06-21,400100,712800,1952700,863900,75300
2023-06-22,392100,600100,1399900,1003100,57200
2023-06-23,387900,248500,1742200,884400,32600
2023-06-26,336900,292200,1432000,735400,64300
2023-06-27,200000,207900,3252300,1070100,85600
2023-06-28,452900,268500,3838000,1109000,97300
2023-06-29,258700,213700,1852100,803400,129100
2023-06-30,199100,321700,2008500,1022000,30300
2023-07-03,269100,320400,858400,480500,19200
2023-07-05,251300,482800,2288100,851500,99000
2023-07-06,220100,463400,1573100,921500,83000
2023-07-07,258800,463500,2215200,993400,45400
2023-07-10,407200,521700,1945200,1057400,92400
2023-07-11,250200,315700,2366500,968400,39900
2023-07-12,679900,796000,2554900,1094300,48300
2023-07-13,632400,307800,3372800,1862000,254400
2023-07-14,256000,293700,1598400,786900,78800
2023-07-17,243500,684800,1690400,727600,113700
2023-07-18,464300,279000,4135100,829300,134300
2023-07-19,183600,422400,2307800,1013400,114300
2023-07-20,142400,480500,8181600,14984000,622500
2023-07-21,163600,209300,3000600,2723900,83600
2023-07-24,183700,254800,2598200,1466900,286000
2023-07-25,181800,290700,1907500,1071100,237400
2023-07-26,283100,318100,2840400,1297400,138000
2023-07-27,208000,300500,1974600,834600,44300
2023-07-28,126000,275400,2154900,897000,42500
2023-07-31,228300,346200,2192100,951900,65400
2023-08-01,195600,393800,2533000,1067400,71500
2023-08-02,283000,366400,1710500,1103500,58800
2023-08-03,240200,314300,2314300,1061900,63300
2023-08-04,227800,339500,2113800,909000,150300
2023-08-07,151200,229100,1414500,802700,50200
2023-08-08,222600,224800,1981300,875700,125900
2023-08-09,553900,245700,1756300,720100,43600
2023-08-10,381200,322500,10097000,832600,55500
2023-08-11,252700,251200,1427100,806500,49300
2023-08-14,187600,441300,1780800,830600,73000
2023-08-15,982500,264100,3285000,945100,46800
2023-08-16,410900,650700,2091500,982200,37900
2023-08-17,1041300,231500,1959800,1886900,74600
2023-08-18,353900,451300,2157600,837300,66300
2023-08-21,405700,683400,1521300,1475000,48100
2023-08-22,314600,295100,2733200,3756000,90200
2023-08-23,214500,368100,2058800,1258600,700700
2023-08-24,293400,333200,1775700,1269000,81100
2023-08-25,338600,693300,2804400,1036400,55300
2023-08-28,224500,273700,1726700,806100,79800
2023-08-29,339600,534400,1993800,1324400,290500
2023-08-30,419100,264000,1329200,795600,44200
2023-08-31,268300,369900,1492400,815200,332000
2023-09-01,296800,268400,1112100,629800,37500
2023-09-05,137900,667900,1191400,968000,71900
2023-09-06,142700,327300,934300,783700,76400
2023-09-07,182400,414700,1447200,478100,92100
2023-09-08,152400,273600,1190000,654100,69900
2023-09-11,270600,378800,2443100,1155000,57400
2023-09-12,176600,246400,922600,1549600,67700
2023-09-13,246700,284200,1288100,1293100,56600
2023-09-14,461900,249800,1231700,1288500,108600
2023-09-15,224300,226500,1394800,1002900,55600
2023-09-18,176300,312800,1046500,829400,50100
2023-09-19,235600,196000,2308400,779500,119100
2023-09-20,376400,288600,2517100,792500,49500
2023-09-21,268400,229900,2598500,919000,59800
2023-09-22,205300,398400,1940500,1016900,336100
2023-09-25,252900,629400,2473600,1410300,57000
2023-09-26,238300,227000,7668300,5988000,59500
2023-09-27,236500,327500,2809400,1259600,129900
2023-09-28,299500,225700,2755200,1281500,39400
2023-09-29,490100,739600,2734500,1756300,131100
2023-10-02,322100,354300,2220000,1149400,99700
2023-10-03,355100,313000,9664300,1114100,87900
2023-10-04,508100,555200,2471800,1082200,64600
2023-10-05,294700,1911200,2530800,1421000,38400
2023-10-06,344900,921000,2697200,1498600,42700
2023-10-09,223300,493100,1425700,1109800,54800
2023-10-10,227100,356500,3729000,1928700,52500
2023-10-11,195200,226900,1848500,1500200,33000
2023-10-12,223000,439400,2127800,1369400,78800
2023-10-13,256000,223100,2198400,1353000,49000
2023-10-16,319900,304500,2775500,1410400,54900
2023-10-17,413200,348400,3916800,1049800,413800
2023-10-18,610500,361600,2386700,980400,56700
2023-10-19,411200,543900,17247500,4343800,150500
2023-10-20,706900,530700,4957000,1722600,317900
2023-10-23,511500,898500,3612600,1528400,128700
2023-10-24,484200,636700,2779300,1643100,222900
2023-10-25,470800,288000,6153100,1478800,133500
2023-10-26,619600,318800,6963200,1592200,80400
2023-10-27,345500,470800,3230500,1972400,105300
2023-10-30,326100,279500,3269100,1459100,203700
2023-10-31,376000,396100,5412400,9310800,242300
2023-11-01,499800,347200,4466900,1705000,130800
2023-11-02,478900,333200,6378100,2483800,167200
2023-11-03,219800,242300,8706700,1488200,47200
2023-11-06,253300,270500,12615800,1157400,87400
2023-11-07,264700,195900,4256500,1478100,121000
2023-11-08,204900,261900,4094700,1562100,114500
2023-11-09,196800,243200,5450800,1165900,66700
2023-11-10,205900,293900,3684800,1166600,53800
2023-11-13,211800,451800,2152800,1405000,95900
2023-11-14,524800,249500,2210800,1721600,140400
2023-11-15,318500,397500,4611800,1882300,85200
2023-11-16,247600,271000,8104900,1522300,138900
2023-11-17,141700,283800,7727200,906900,172500
2023-11-20,283000,1082200,5049700,2028900,154800
2023-11-21,183700,339500,7877900,1172600,140800
2023-11-22,163700,271300,6273100,1110400,194800
2023-11-24,52200,100400,829600,328700,28500
2023-11-27,168000,336200,8135900,1004000,61900
2023-11-28,259800,354800,8374200,843300,72200
2023-11-29,210200,277000,10632700,1055000,122300
2023-11-30,263900,433800,8373400,1462900,340300
2023-12-01,181800,501100,3668700,1171000,123000
2023-12-04,550300,529100,2648200,986000,162000
2023-12-05,711600,316000,2738400,1313500,132000
2023-12-06,814600,234800,2177900,1626600,154400
2023-12-07,299200,218200,1983400,727600,49600
2023-12-08,267000,200700,2365200,949500,96000
2023-12-11,168700,321800,4770100,1890100,124300
2023-12-12,218300,258600,2215300,3530900,66300
2023-12-13,1220500,273900,2612300,1079600,89300
2023-12-14,818400,489300,3401000,1660200,103700
2023-12-15,554400,354800,3389200,1461600,68100
2023-12-18,723500,249100,2515000,1034600,70600
2023-12-19,554200,200600,2645600,3666000,98200
2023-12-20,482900,361000,3456100,1358200,89900
2023-12-21,329100,199600,3040900,1062100,101700
2023-12-22,570600,191300,2467700,993000,85400
2023-12-26,178700,135000,1468000,778700,97300
2023-12-27,472700,241100,2825900,1057400,102100
2023-12-28,241700,288400,2211900,1089400,51400
2023-12-29,259700,503700,2386600,997600,81000
2024-01-02,370100,718700,2489000,1070000,114800
2024-01-03,184300,269200,2638900,944400,127700
2024-01-04,383600,300900,2250200,1251500,77600
2024-01-05,477100,277200,2170200,1067600,112200
2024-01-08,309700,195500,2465500,1165900,79700
2024-01-09,306400,311800,1803700,877500,77400
2024-01-10,283800,282600,1682800,1512100,78700
2024-01-11,737500,266900,2771700,1142800,48900
2024-01-12,116800,236400,1862000,720000,110500
2024-01-16,349000,296100,2531000,1311800,80400
2024-01-17,345300,342800,2383600,1230300,94300
2024-01-18,930400,476400,3291800,1928800,106100
2024-01-19,264900,539000,2303200,1213100,104200
2024-01-22,170500,640100,3163600,1338700,70900
2024-01-23,169700,1335100,2233600,1184600,59500
2024-01-24,308000,536100,2391200,1262700,139500
2024-01-25,449500,1033900,9986300,18640200,277100
2024-01-26,353500,268700,2579600,3662400,507700
2024-01-29,237600,267900,3831800,2663000,112400
2024-01-30,439500,533900,1865600,1571500,57300
2024-01-31,485400,433000,4320100,1592000,100900
2024-02-01,416200,559700,2887500,1645100,103600
2024-02-02,424000,674100,3117800,1876800,350800
2024-02-05,390600,649800,2852800,1646200,99800
2024-02-06,269800,1227900,2640700,1181000,58600
2024-02-07,555900,366600,2028800,1295100,46300
2024-02-08,415200,504400,1351100,1232700,68700
2024-02-09,211300,429100,2343600,1018700,138100
2024-02-12,451400,1107000,1358700,916800,172900
2024-02-13,219200,850000,5512500,1166800,104400
2024-02-14,687500,730800,15329000,1076800,76900
2024-02-15,610000,960900,3241300,1883200,104000
2024-02-16,270100,375500,3033500,912300,85400
2024-02-20,374300,837400,3305500,948800,85700
2024-02-21,490400,1261200,2496900,1505100,51500
2024-02-22,240800,1001700,4244300,1276000,102900
2024-02-23,660900,784000,2344600,814100,265000
2024-02-26,187300,723000,2382700,992600,118100
2024-02-27,231100,1107400,1919100,1142200,75400
2024-02-28,1147700,595800,1602100,812200,166300
2024-02-29,332600,656000,11251900,1299200,391000
2024-03-01,291000,894200,1925200,878100,69300
2024-03-04,325500,912600,3099500,1473200,450300
2024-03-05,343900,1825000,3016900,1681100,312600
2024-03-06,285100,839900,2062300,894500,144800
2024-03-07,458900,945000,2807400,934400,115600
2024-03-08,299300,1189000,2382400,1007400,70900
2024-03-11,327800,1678300,1431600,840400,56300
2024-03-12,550200,979900,2053200,834800,109600
2024-03-13,379100,732100,2151200,857300,76600
2024-03-14,473400,2071600,2479800,17780600,687900
2024-03-15,440500,1057600,2519400,3647200,779200
2024-03-18,150800,468600,1816000,1331100,131200
2024-03-19,299700,684400,2002400,1508900,107900
2024-03-20,321800,592500,2747300,1451100,122500
2024-03-21,265100,684400,1844400,1790900,90200
2024-03-22,267400,451500,2024200,920200,79700
2024-03-25,384900,517500,1198300,1108100,91400
2024-03-26,365600,1094600,8117100,1365400,105300
2024-03-27,264000,728600,1594500,1132800,128300
2024-03-28,268700,2149900,2621400,1573300,285200
2024-04-01,338700,986600,2282600,1193600,61900
2024-04-02,346500,645800,1465300,1215000,113800
2024-04-03,378200,1164000,2080500,1172300,93300
2024-04-04,239800,781400,2156000,1262600,1833300
2024-04-05,204800,1015100,1893700,880600,124300
2024-04-08,407500,618500,1426000,834200,90600
2024-04-09,222400,947000,1513000,1379300,94400
2024-04-10,474200,1393400,3513100,1455100,189700
2024-04-11,362600,924600,2120500,1156100,106200
2024-04-12,511900,667400,2875700,1303600,68300
2024-04-15,437700,1192100,4103300,1304100,82700
2024-04-16,409300,1703600,3699000,1218700,87900
2024-04-17,333900,935500,5021500,1170600,92100
2024-04-18,234700,948100,2565900,1849400,106400
2024-04-19,256500,1847100,2921200,2146600,548900
2024-04-22,156200,1382600,2632400,1467900,69000
2024-04-23,247300,617200,2727900,1015100,381000
2024-04-24,214500,529100,1926900,1212000,99200
2024-04-25,153600,1177200,1926700,1011900,106800
2024-04-26,265600,421900,2421700,716600,48800
2024-04-29,143400,537000,1422800,895000,77400
2024-04-30,1957100,727500,2320600,1171400,94800
2024-05-01,516100,910100,3781100,1627000,69600
2024-05-02,197100,844300,3028400,1854500,70900
2024-05-03,255400,949500,2356700,1411100,55800
2024-05-06,174700,509000,1147200,1093300,83600
2024-05-07,253100,1636400,1183300,1449600,72500
2024-05-08,222600,447100,1159800,852600,75500
2024-05-09,229700,471800,1255300,738300,49700
2024-05-10,122800,899100,1824700,946600,68200
2024-05-13,598800,507900,1212500,869400,35400
2024-05-14,184500,1592900,1126400,940500,67200
2024-05-15,248600,627600,1582700,1216600,53200
2024-05-16,777500,567400,1513700,1034900,51600
2024-05-17,248500,397600,1292600,914200,56700
2024-05-20,216400,1197800,1209900,490600,42400
2024-05-21,271800,624300,1004400,777100,58700
2024-05-22,242200,736700,1543200,754300,81400
2024-05-23,359700,741800,1859400,762500,85100
2024-05-24,170800,686800,909500,629600,96200
2024-05-28,229400,487100,1692200,753700,369800
2024-05-29,183300,458500,2493000,976400,50300
2024-05-30,221100,693100,1223700,618600,45200
2024-05-31,264300,891800,2870500,896000,38600
2024-06-03,470900,866000,2341200,1064900,129100
2024-06-04,453100,690500,1089400,973100,55200
2024-06-05,176600,431000,924300,776600,39800
2024-06-06,175900,728200,5541800,1597900,306400
2024-06-07,237100,709400,1242500,828600,134100
2024-06-10,201300,563500,952800,1002400,59200
2024-06-11,822600,896500,1636000,982500,743200
2024-06-12,364500,681700,1403500,1129900,54400
2024-06-13,413200,655300,1692900,986900,324600
2024-06-14,413300,387100,1156100,976500,34900
2024-06-17,188400,552900,1557700,813700,54500
2024-06-18,250900,664900,1357600,1471700,53900
2024-06-20,253300,823900,1518800,1036100,63400
2024-06-21,246300,894200,3118800,930500,42200
2024-06-24,333600,501800,1345700,800100,44600
2024-06-25,140400,766700,1227800,692800,44300
2024-06-26,117700,304500,1295300,760200,108200
2024-06-27,303500,418000,863600,1606900,36400
2024-06-28,343800,550600,1716200,1007500,35500
2024-07-01,164700,450300,1999200,1055800,43500
2024-07-02,134700,398000,2028700,1169800,79800
2024-07-03,121800,502900,828400,674100,41400
2024-07-05,402600,315700,1165400,976700,133200
2024-07-08,144700,481300,933300,779700,121100
2024-07-09,136800,305500,1102400,958700,79400
2024-07-10,179500,363900,1744000,896800,44500
2024-07-11,357300,726000,1279400,861400,54300
2024-07-12,246100,756700,1244700,784800,72200
2024-07-15,180600,648400,1557400,977800,67400
2024-07-16,188000,392400,1167500,957400,69600
2024-07-17,632600,1122100,1874800,1965400,120100
2024-07-18,689900,822700,1391400,1188100,321800
2024-07-19,236300,626100,1604200,547200,37100
2024-07-22,152300,741900,1155600,803000,52200
2024-07-23,149100,998300,3058600,812400,47100
2024-07-24,398500,966400,2109400,1101700,69600
2024-07-25,331100,1239700,2001200,1081100,68900
2024-07-26,195200,486100,1438300,914000,89500
2024-07-29,126300,278800,1211800,697900,56000
2024-07-30,442500,585000,1048100,821200,61100
2024-07-31,1201600,1345200,2438700,1807200,95100
2024-08-01,226700,617200,2013300,1332000,54300
2024-08-02,246100,1395300,2104800,1076000,172300
2024-08-05,366800,1803500,5078900,1538200,117400
2024-08-06,379800,1368500,11539300,1777800,168700
2024-08-07,866400,858800,2705700,819800,434400
2024-08-08,166100,747700,3401700,641600,585400
2024-08-09,177400,554100,1753500,700300,63000
2024-08-12,278900,501500,2980500,744400,87800
2024-08-13,222400,805900,1580400,587400,58400
2024-08-14,159900,442700,1154000,925400,55500
2024-08-15,132000,673300,1132100,619400,49600
2024-08-16,185900,433400,1443000,904500,60100
2024-08-19,105900,444600,2253700,557700,149900
2024-08-20,181900,377800,1712300,829600,215300
2024-08-21,125200,431900,2233800,1155700,150500
2024-08-22,282800,500800,2479600,695000,70400
2024-08-23,153700,568100,2781400,674700,89200
2024-08-26,520300,364900,1065500,829300,133200
2024-08-27,149500,416500,1227300,561900,41300
2024-08-28,96300,690300,1387500,668300,57800
2024-08-29,150500,588600,2121000,1046400,63100
2024-08-30,181800,463500,2171300,655300,53800
2024-09-03,159300,746300,1947100,1037900,88900
2024-09-04,404300,746200,4073800,722800,41800
2024-09-05,277400,1682300,3487400,2281300,223900
2024-09-06,193700,583800,2072500,1176700,48400
2024-09-09,558400,588200,6618500,865200,65700
2024-09-10,218600,414400,3263500,1145800,105700
2024-09-11,384900,591300,2314200,1938900,67100
2024-09-12,379400,396600,2729000,793400,55800
2024-09-13,422000,341400,2013900,589800,68200
2024-09-16,167300,543900,1148900,620800,72700
2024-09-17,258900,458900,1054900,731000,48300
2024-09-18,173600,538100,2145900,1093500,114700
2024-09-19,168900,586100,1475000,777300,104800
2024-09-20,284200,475500,1086400,670700,43800
2024-09-23,187400,318500,1366500,634300,54400
2024-09-24,243200,357700,1411000,673000,118700
2024-09-25,183200,277200,856900,1260700,72500
2024-09-26,154000,577900,1387400,789900,91200
2024-09-27,443700,524700,1252200,916800,82100
2024-09-30,218300,555300,1477500,1017200,82200
2024-10-01,404400,844600,2065400,1619600,65900
2024-10-02,455200,455900,2149800,725200,48900
2024-10-03,175100,373100,2002200,802700,121000
2024-10-04,826200,360000,1333700,744900,50700
2024-10-07,152400,463200,1523300,1077200,115900
2024-10-08,157500,524300,2067800,891900,48200
2024-10-09,206500,529000,1699800,1034600,52500
2024-10-10,169600,450200,1154600,757200,91000
2024-10-11,265200,546700,1966300,840600,332200
2024-10-14,142500,343900,969700,511300,39000
2024-10-15,426100,581600,1531900,673300,47400
2024-10-16,167700,438200,1257600,836100,81500
2024-10-17,182000,611400,901300,763500,50300
2024-10-18,122000,293600,1207500,558200,60600
2024-10-21,174400,280900,706500,717300,62400
2024-10-22,135300,261000,904100,655000,41600
2024-10-23,120300,319700,2038500,711500,93000
2024-10-24,115200,308800,1357800,708800,50600
2024-10-25,87000,301100,1035000,578500,151200
2024-10-28,87400,403100,1571900,566100,149400
2024-10-29,112000,386700,1353600,697000,43500
2024-10-30,92400,592600,1180100,795900,230600
2024-10-31,1602600,601700,1595200,1933200,53700
2024-11-01,150100,614600,1232500,765600,77300
2024-11-04,105400,570600,1222800,820500,64000
2024-11-05,99100,995100,1730100,828500,35900
2024-11-06,207500,828900,3170600,1038600,237900
2024-11-07,170100,492100,3401400,1169300,129400
2024-11-08,3303700,13786600,1849300,1784400,262400
2024-11-11,102500,1426300,1678000,1005600,78200
2024-11-12,304900,1206400,1464800,903800,47900
2024-11-13,1100500,948800,1612800,1084600,41800
2024-11-14,338300,717400,1377500,1272500,51800
2024-11-15,371400,1087400,4372500,1164900,115100
2024-11-18,334100,654500,1739400,959300,62600
2024-11-19,193400,613100,3766600,818000,101500
2024-11-20,191800,1111400,1600400,1847200,58500
2024-11-21,160500,912900,1744500,934200,69600
2024-11-22,253100,583700,1633600,742200,157300
2024-11-25,840900,936700,2441800,2910600,135200
2024-11-26,170200,626100,1750400,864900,84700
2024-11-27,581600,735100,1441600,630100,154200
2024-11-29,108500,400400,1104600,553400,32000
2024-12-02,265900,882700,1560300,961000,98900
2024-12-03,172100,541300,1864800,675900,241000
2024-12-04,177000,480800,864000,860900,179400
2024-12-05,162100,382000,1288800,1031400,127400
2024-12-06,156400,391600,970300,752700,117600
2024-12-09,153000,1654100,1074600,1079500,60400
2024-12-10,315400,1338900,1896500,1005800,592300
2024-12-11,121300,698600,1772000,704100,76200
2024-12-12,156900,935200,1566600,629800,66900
2024-12-13,181700,836700,809500,955000,58100
2024-12-16,867700,993500,1092800,1977000,228400
2024-12-17,249800,968500,1847000,798200,131700
2024-12-18,342500,1253700,2250000,1295100,122400
2024-12-19,548600,1628400,4581200,1380400,129900
2024-12-20,473000,1269700,1947600,1271400,122200
2024-12-23,378000,632100,1568100,1036900,118300
2024-12-24,101400,400400,566100,442300,64100
2024-12-26,154300,365600,841100,557600,93000
2024-12-27,343600,758600,866200,700800,73900
2024-12-30,849800,936900,1285500,681200,98500
